Trace_Name,IPC,Instructions,Cycles,L1D_Access,L1D_Hit,L1D_Miss,L2C_Access,L2C_Hit,L2C_Miss,LLC_Access,LLC_Hit,LLC_Miss,LLC_Pref_Requested,LLC_Pref_Issued,LLC_Pref_Useful,LLC_Pref_Useless,Avg_Congested_Cycle
605.mcf-s1.trace.xz-hashed_perceptron-no-no-no-pathfinder-lru-1core_256_2400.txt,0.151646,38467912,253668850,7122230,5444367,1677863,2530850,1529549,1001301,2498678,28033,2470645,721925,721925,6604,632664,10
cc-5.trace.gz-hashed_perceptron-no-no-no-from_file-lru-1core_8192_150.txt,0.523244,20700647,39562108,4689316,3229376,1459940,1579249,578970,1000279,1531176,1439418,91758,412945,412945,79739,10,171
605.mcf-s1.trace.xz-hashed_perceptron-no-no-no-from_file-lru-1core_256_300.txt,0.132045,38467912,291323434,7198015,5520238,1677777,2530764,1529572,1001192,1873654,6402,1867252,19776,19776,4586,13423,97
471.omnetpp-s1.trace.gz-hashed_perceptron-no-no-no-pathfinder-lru-1core_256_1200.txt,0.287326,54612142,190070069,18702279,17358803,1343476,1914951,752018,1162933,1759689,62049,1697640,138004,137885,29036,65755,18
482.sphinx3-s0.trace.gz-hashed_perceptron-no-no-no-no-lru-1core_8192_300.txt,1.39913,84756213,60577811,10994561,9724326,1270235,1390823,293172,1097651,1206360,1191777,14583,0,0,0,0,79
471.omnetpp-s1.trace.gz-hashed_perceptron-no-no-no-no-lru-1core_1024_150.txt,0.153557,54612142,355647135,18627363,17283890,1343473,1914673,751713,1162960,1654515,580042,1074473,0,0,0,0,172
471.omnetpp-s1.trace.gz-hashed_perceptron-no-no-no-pathfinder-lru-1core_256_300.txt,0.230226,54612142,237211110,18657702,17314231,1343471,1914730,751781,1162949,1751363,53892,1697471,137996,137877,21238,65756,94
473.astar-s1.trace.gz-hashed_perceptron-no-no-no-no-lru-1core_1024_300.txt,0.410358,98033976,238898693,23888382,21024212,2864170,3801228,2735792,1065436,1445462,1111871,333591,0,0,0,0,72
482.sphinx3-s0.trace.gz-hashed_perceptron-no-no-no-pathfinder-lru-1core_4096_9600.txt,1.40303,84756213,60409519,10988103,9717870,1270233,1390821,293187,1097634,2013464,1977183,36281,814635,814584,7713,3158,1
cc-5.trace.gz-hashed_perceptron-no-no-no-from_file-lru-1core_1024_4800.txt,0.230637,20700645,89754089,4825349,3365397,1459952,1579261,578985,1000276,1391329,466268,925061,274116,274116,108033,121376,4
473.astar-s1.trace.gz-hashed_perceptron-no-no-no-no-lru-1core_256_1200.txt,0.341258,98033976,287272471,23884896,21020727,2864169,3801226,2735959,1065267,1445299,236307,1208992,0,0,0,0,12
bfs-10.trace.gz-hashed_perceptron-no-no-no-from_file-lru-1core_512_150.txt,0.200081,61219343,305973138,13875359,11040664,2834695,2984590,1977811,1006779,1624264,419978,1204286,527176,527176,340484,122550,166
cc-5.trace.gz-hashed_perceptron-no-no-no-pathfinder-lru-1core_512_600.txt,0.184482,20700644,112209469,4863968,3404031,1459937,1579246,578978,1000268,1231833,188826,1043007,114668,113598,78257,30520,41
471.omnetpp-s1.trace.gz-hashed_perceptron-no-no-no-from_file-lru-1core_1024_9600.txt,0.313352,54612142,174283684,18724327,17380840,1343487,1915323,752366,1162957,2023280,729158,1294122,433279,433279,138153,182434,1
473.astar-s1.trace.gz-hashed_perceptron-no-no-no-from_file-lru-1core_512_300.txt,0.340974,98033976,287511616,23888636,21024468,2864168,3801225,2735927,1065298,1614672,479581,1135091,170090,170090,6567,136023,75
623.xalancbmk-s1.trace.xz-hashed_perceptron-no-no-no-pathfinder-lru-1core_256_4800.txt,0.726694,52596276,72377510,7320259,6319729,1000530,1000973,671,1000302,1527849,448039,1079810,854173,853895,387588,78763,4
473.astar-s1.trace.gz-hashed_perceptron-no-no-no-from_file-lru-1core_256_600.txt,0.33797,98033976,290067258,23885334,21021165,2864169,3801226,2735964,1065262,1611035,253547,1357488,166897,166897,5790,144006,29
473.astar-s1.trace.gz-hashed_perceptron-no-no-no-no-lru-1core_8192_9600.txt,0.451704,98033976,217031654,23889289,21025119,2864170,3801228,2735793,1065435,1445458,1255294,190164,0,0,0,0,1
471.omnetpp-s1.trace.gz-hashed_perceptron-no-no-no-from_file-lru-1core_8192_9600.txt,0.381433,54612142,143176406,19005934,17662448,1343486,1915430,752462,1162968,2009095,1247095,762000,412537,412537,82964,116675,1
450.soplex-s0.trace.gz-hashed_perceptron-no-no-no-no-lru-1core_256_2400.txt,0.245908,29478984,119878345,7030739,5304383,1726356,2555275,1252802,1302473,1893573,47889,1845684,0,0,0,0,11
623.xalancbmk-s1.trace.xz-hashed_perceptron-no-no-no-pathfinder-lru-1core_4096_150.txt,1.06581,52596276,49348867,7273226,6272695,1000531,1000973,671,1000302,1847465,1843973,3492,854174,853896,46,0,153
473.astar-s1.trace.gz-hashed_perceptron-no-no-no-pathfinder-lru-1core_2048_4800.txt,0.449772,98033976,217963862,23889464,21025293,2864171,3801229,2735795,1065434,1958339,1683758,274581,556232,555797,44597,42145,4
473.astar-s1.trace.gz-hashed_perceptron-no-no-no-no-lru-1core_512_2400.txt,0.35784,98033976,273960320,23887814,21023647,2864167,3801224,2735916,1065308,1445334,457875,987459,0,0,0,0,9
473.astar-s1.trace.gz-hashed_perceptron-no-no-no-pathfinder-lru-1core_256_1200.txt,0.344174,98033976,284838110,23885737,21021569,2864168,3801225,2735963,1065262,1749268,356215,1393053,556071,555636,23372,175885,12
482.sphinx3-s0.trace.gz-hashed_perceptron-no-no-no-no-lru-1core_8192_600.txt,1.40725,84756213,60228260,10994549,9724315,1270234,1390822,293188,1097634,1206336,1191753,14583,0,0,0,0,27
473.astar-s1.trace.gz-hashed_perceptron-no-no-no-no-lru-1core_256_150.txt,0.284497,98033976,344587110,23887257,21023088,2864169,3801226,2735980,1065246,1445278,236286,1208992,0,0,0,0,134
605.mcf-s1.trace.xz-hashed_perceptron-no-no-no-pathfinder-lru-1core_4096_150.txt,0.0875523,38467912,439370544,7197695,5519915,1677780,2530767,1529570,1001197,2496834,1510795,986039,721739,721737,4836,6986,169
cc-5.trace.gz-hashed_perceptron-no-no-no-pathfinder-lru-1core_512_9600.txt,0.212415,20700645,97453665,4798258,3338311,1459947,1579256,578983,1000273,1231862,188850,1043012,114669,113599,78279,30521,1
471.omnetpp-s1.trace.gz-hashed_perceptron-no-no-no-from_file-lru-1core_512_9600.txt,0.309474,54612142,176467600,18725029,17381552,1343477,1915363,752430,1162933,2005498,250877,1754621,432394,432394,129802,186308,1
482.sphinx3-s0.trace.gz-hashed_perceptron-no-no-no-no-lru-1core_512_300.txt,0.456208,84756213,185784229,10668103,9397854,1270249,1390833,293204,1097629,1206339,34937,1171402,0,0,0,0,84
450.soplex-s0.trace.gz-hashed_perceptron-no-no-no-no-lru-1core_512_2400.txt,0.250206,29478984,117818798,7040158,5313816,1726342,2555262,1252791,1302471,1893575,166860,1726715,0,0,0,0,11
482.sphinx3-s0.trace.gz-hashed_perceptron-no-no-no-pathfinder-lru-1core_512_9600.txt,0.874831,84756213,96882989,10748594,9478373,1270221,1390806,293170,1097636,1767391,527785,1239606,814810,814761,464533,62892,2
bfs-10.trace.gz-hashed_perceptron-no-no-no-no-lru-1core_8192_150.txt,0.198468,61219343,308459824,13883083,11048393,2834690,2984585,1977806,1006779,1151998,175864,976134,0,0,0,0,145
cc-5.trace.gz-hashed_perceptron-no-no-no-pathfinder-lru-1core_256_1200.txt,0.202498,20700645,102226604,4861620,3401683,1459937,1579246,578978,1000268,1231837,91482,1140355,114668,113598,76631,34386,17
482.sphinx3-s0.trace.gz-hashed_perceptron-no-no-no-no-lru-1core_2048_1200.txt,0.689273,84756213,122964714,10736842,9466608,1270234,1390820,293183,1097637,1206340,180871,1025469,0,0,0,0,14
623.xalancbmk-s1.trace.xz-hashed_perceptron-no-no-no-pathfinder-lru-1core_2048_300.txt,0.432313,52596276,121662460,7370885,6370355,1000530,1000972,671,1000301,1271216,217272,1053944,854171,853893,168978,75381,91
bfs-10.trace.gz-hashed_perceptron-no-no-no-from_file-lru-1core_256_9600.txt,0.367667,61219343,166507644,13917663,11082920,2834743,2984638,1977858,1006780,2044941,637823,1407118,977885,977885,632351,256525,2
623.xalancbmk-s1.trace.xz-hashed_perceptron-no-no-no-no-lru-1core_8192_300.txt,1.06631,52596276,49325434,7273198,6272667,1000531,1000973,671,1000302,1000729,1000304,425,0,0,0,0,98
623.xalancbmk-s1.trace.xz-hashed_perceptron-no-no-no-pathfinder-lru-1core_512_300.txt,0.42487,52596276,123793746,7373595,6373065,1000530,1000972,671,1000301,1257238,177666,1079572,854172,853894,172978,78355,92
cc-5.trace.gz-hashed_perceptron-no-no-no-no-lru-1core_2048_9600.txt,0.243627,20700647,84968743,4722615,3262671,1459944,1579253,578971,1000282,1118929,682809,436120,0,0,0,0,1
cc-5.trace.gz-hashed_perceptron-no-no-no-no-lru-1core_8192_150.txt,0.438202,20700647,47240000,4649871,3189936,1459935,1579244,578968,1000276,1118923,1024167,94756,0,0,0,0,167
623.xalancbmk-s1.trace.xz-hashed_perceptron-no-no-no-from_file-lru-1core_2048_4800.txt,0.712243,52596273,73846004,7353789,6353260,1000529,1000971,671,1000300,1484681,411015,1073666,754525,754525,392519,81749,4
482.sphinx3-s0.trace.gz-hashed_perceptron-no-no-no-from_file-lru-1core_256_150.txt,0.300444,84756213,282102806,10683815,9413555,1270260,1390844,293191,1097653,1586483,326544,1259939,775594,775594,313416,58571,189
605.mcf-s1.trace.xz-hashed_perceptron-no-no-no-no-lru-1core_1024_2400.txt,0.151983,38467912,253105900,7121222,5443357,1677865,2530852,1529550,1001302,1854170,868993,985177,0,0,0,0,10
605.mcf-s1.trace.xz-hashed_perceptron-no-no-no-from_file-lru-1core_2048_9600.txt,0.153975,38467912,249831619,7069864,5391727,1678137,2531122,1529817,1001305,1871609,881300,990309,17480,17480,4323,8546,1
471.omnetpp-s1.trace.gz-hashed_perceptron-no-no-no-pathfinder-lru-1core_8192_300.txt,0.337415,54612142,161854773,19013862,17670378,1343484,1914936,751970,1162966,1769277,1133056,636221,137945,137826,14226,37350,89
450.soplex-s0.trace.gz-hashed_perceptron-no-no-no-no-lru-1core_2048_150.txt,0.0983541,29478984,299723079,7055267,5328882,1726385,2555357,1252844,1302513,1893719,957914,935805,0,0,0,0,187
473.astar-s1.trace.gz-hashed_perceptron-no-no-no-pathfinder-lru-1core_8192_1200.txt,0.459517,98033976,213341209,23889623,21025451,2864172,3801230,2735797,1065433,1965850,1744405,221445,556226,555791,42938,12581,13
471.omnetpp-s1.trace.gz-hashed_perceptron-no-no-no-no-lru-1core_8192_2400.txt,0.374309,54612142,145901074,19043076,17699587,1343489,1915094,752101,1162993,1654958,1083892,571066,0,0,0,0,11
450.soplex-s0.trace.gz-hashed_perceptron-no-no-no-pathfinder-lru-1core_512_300.txt,0.132494,29478984,222492792,6975043,5248775,1726268,2555124,1252679,1302445,2143992,303687,1840305,499811,499512,123748,98406,99
623.xalancbmk-s1.trace.xz-hashed_perceptron-no-no-no-no-lru-1core_8192_4800.txt,1.06645,52596276,49318831,7273205,6272674,1000531,1000973,671,1000302,1000729,1000304,425,0,0,0,0,4
bfs-10.trace.gz-hashed_perceptron-no-no-no-no-lru-1core_512_150.txt,0.19584,61219343,312599300,13884312,11049624,2834688,2984583,1977804,1006779,1151998,105393,1046605,0,0,0,0,143
623.xalancbmk-s1.trace.xz-hashed_perceptron-no-no-no-from_file-lru-1core_512_300.txt,0.404051,52596276,130172330,7408085,6407555,1000530,1000972,671,1000301,1230446,192799,1037647,404853,404853,191134,36807,95
450.soplex-s0.trace.gz-hashed_perceptron-no-no-no-no-lru-1core_256_1200.txt,0.229928,29478984,128209587,7013089,5286728,1726361,2555299,1252863,1302436,1893525,47895,1845630,0,0,0,0,20
605.mcf-s1.trace.xz-hashed_perceptron-no-no-no-no-lru-1core_512_1200.txt,0.149246,38467912,257748902,7159078,5481298,1677780,2530767,1529463,1001304,1854173,26053,1828120,0,0,0,0,18
482.sphinx3-s0.trace.gz-hashed_perceptron-no-no-no-pathfinder-lru-1core_4096_600.txt,1.39877,84756213,60593581,10987756,9717523,1270233,1390821,293187,1097634,2013417,1977136,36281,814635,814581,7666,3158,30
cc-5.trace.gz-hashed_perceptron-no-no-no-no-lru-1core_256_1200.txt,0.185487,20700644,111601717,4827973,3368034,1459939,1579248,578983,1000265,1118912,14074,1104838,0,0,0,0,17
bfs-10.trace.gz-hashed_perceptron-no-no-no-no-lru-1core_2048_4800.txt,0.250324,61219343,244560804,13890987,11056325,2834662,2984557,1977777,1006780,1152000,166946,985054,0,0,0,0,4
450.soplex-s0.trace.gz-hashed_perceptron-no-no-no-from_file-lru-1core_1024_9600.txt,0.320497,29478984,91979103,7048651,5322299,1726352,2555242,1252739,1302503,2461743,1129709,1332034,691515,691515,275630,152536,1
605.mcf-s1.trace.xz-hashed_perceptron-no-no-no-pathfinder-lru-1core_2048_1200.txt,0.150351,38467912,255854091,7159084,5481306,1677778,2530765,1529460,1001305,2500572,1510718,989854,721839,721839,8512,7937,20
605.mcf-s1.trace.xz-hashed_perceptron-no-no-no-no-lru-1core_8192_4800.txt,0.153606,38467912,250431973,7108648,5430576,1678072,2531058,1529753,1001305,1854173,877184,976989,0,0,0,0,4
450.soplex-s0.trace.gz-hashed_perceptron-no-no-no-pathfinder-lru-1core_256_2400.txt,0.273403,29478984,107822513,7009715,5283434,1726281,2555128,1252619,1302509,2177136,224986,1952150,499930,499675,158341,104725,11
473.astar-s1.trace.gz-hashed_perceptron-no-no-no-pathfinder-lru-1core_8192_600.txt,0.458794,98033976,213677374,23889627,21025455,2864172,3801230,2735797,1065433,1965809,1744364,221445,556225,555790,42908,12581,27
450.soplex-s0.trace.gz-hashed_perceptron-no-no-no-no-lru-1core_1024_4800.txt,0.273009,29478984,107977909,7066872,5340448,1726424,2555374,1252879,1302495,1893604,749546,1144058,0,0,0,0,4
482.sphinx3-s0.trace.gz-hashed_perceptron-no-no-no-from_file-lru-1core_8192_300.txt,1.40583,84756213,60289219,10994857,9724623,1270234,1390822,293171,1097651,2106202,2078089,28113,902136,902136,3764,0,81
450.soplex-s0.trace.gz-hashed_perceptron-no-no-no-from_file-lru-1core_512_9600.txt,0.30095,29478984,97953051,7035029,5308663,1726366,2555262,1252726,1302536,2484380,529734,1954646,680166,680166,303009,192007,1
cc-5.trace.gz-hashed_perceptron-no-no-no-no-lru-1core_256_150.txt,0.0803678,20700644,257573881,4838638,3378715,1459923,1579232,578961,1000271,1118918,14075,1104843,0,0,0,0,166
605.mcf-s1.trace.xz-hashed_perceptron-no-no-no-no-lru-1core_512_2400.txt,0.151501,38467912,253912384,7121233,5443367,1677866,2530853,1529552,1001301,1854169,26054,1828115,0,0,0,0,10
bfs-10.trace.gz-hashed_perceptron-no-no-no-pathfinder-lru-1core_4096_150.txt,0.207674,61219343,294786095,13888466,11053726,2834740,2984635,1977855,1006780,1743539,604290,1139249,794782,789735,416102,152430,171
cc-5.trace.gz-hashed_perceptron-no-no-no-from_file-lru-1core_256_300.txt,0.113254,20700644,182780164,4875947,3416021,1459926,1579235,578968,1000267,1607019,121770,1485249,492986,492986,91133,374285,95
623.xalancbmk-s1.trace.xz-hashed_perceptron-no-no-no-from_file-lru-1core_4096_4800.txt,1.06647,52596276,49318040,7273245,6272714,1000531,1000973,671,1000302,1756902,1753128,3774,756190,756190,84,0,4
473.astar-s1.trace.gz-hashed_perceptron-no-no-no-pathfinder-lru-1core_1024_1200.txt,0.421776,98033976,232431555,23888625,21024456,2864169,3801227,2735796,1065431,1919060,1463531,455529,556190,555755,38805,77041,13
605.mcf-s1.trace.xz-hashed_perceptron-no-no-no-from_file-lru-1core_1024_600.txt,0.142034,38467912,270835507,7194815,5517039,1677776,2530763,1529567,1001196,1876837,877452,999385,22908,22908,5085,13525,44
471.omnetpp-s1.trace.gz-hashed_perceptron-no-no-no-from_file-lru-1core_8192_2400.txt,0.379995,54612142,143717877,19006106,17662620,1343486,1915442,752443,1162999,2071173,1260327,810846,477864,477864,95782,151425,10
482.sphinx3-s0.trace.gz-hashed_perceptron-no-no-no-no-lru-1core_1024_4800.txt,0.673109,84756213,125917611,10766788,9496563,1270225,1390811,293175,1097636,1206339,131947,1074392,0,0,0,0,4
605.mcf-s1.trace.xz-hashed_perceptron-no-no-no-pathfinder-lru-1core_2048_4800.txt,0.153826,38467912,250074542,7108858,5430790,1678068,2531054,1529749,1001305,2500658,1510784,989874,721917,721917,8527,7961,4
450.soplex-s0.trace.gz-hashed_perceptron-no-no-no-pathfinder-lru-1core_8192_9600.txt,0.423791,29478984,69560147,7181317,5454810,1726507,2555520,1253002,1302518,2264235,1602309,661926,500024,499781,81926,39525,1
cc-5.trace.gz-hashed_perceptron-no-no-no-pathfinder-lru-1core_1024_600.txt,0.206024,20700644,100476835,4837721,3377785,1459936,1579245,578971,1000274,1231966,441889,790077,114668,113598,79909,24121,40
623.xalancbmk-s1.trace.xz-hashed_perceptron-no-no-no-from_file-lru-1core_256_1200.txt,0.649517,52596273,80977496,7380086,6379557,1000529,1000971,671,1000300,1455177,373667,1081510,666785,666785,371275,80468,20
605.mcf-s1.trace.xz-hashed_perceptron-no-no-no-pathfinder-lru-1core_2048_2400.txt,0.152595,38467912,252091928,7122242,5444379,1677863,2530850,1529548,1001302,2500641,1510761,989880,721903,721903,8528,7963,10
cc-5.trace.gz-hashed_perceptron-no-no-no-from_file-lru-1core_4096_150.txt,0.296324,20700647,69858060,4696785,3236832,1459953,1579262,578982,1000280,1518819,1296605,222214,411486,411486,97057,22960,165
473.astar-s1.trace.gz-hashed_perceptron-no-no-no-pathfinder-lru-1core_512_4800.txt,0.362331,98033976,270564577,23888575,21024408,2864167,3801224,2735921,1065303,1795175,649962,1145213,556071,555636,29907,138881,4
623.xalancbmk-s1.trace.xz-hashed_perceptron-no-no-no-from_file-lru-1core_8192_1200.txt,1.06645,52596276,49318904,7273246,6272715,1000531,1000973,671,1000302,1718647,1714858,3789,717933,717933,89,0,23
cc-5.trace.gz-hashed_perceptron-no-no-no-from_file-lru-1core_2048_300.txt,0.190247,20700644,108809175,4785212,3325271,1459941,1579250,578969,1000281,1606170,903256,702914,490016,490016,132417,159898,92
bfs-10.trace.gz-hashed_perceptron-no-no-no-pathfinder-lru-1core_1024_150.txt,0.205415,61219343,298027533,13888861,11054127,2834734,2984629,1977849,1006780,1746130,585964,1160166,794782,789735,421039,160912,171
605.mcf-s1.trace.xz-hashed_perceptron-no-no-no-from_file-lru-1core_2048_2400.txt,0.152401,38467912,252411846,7122079,5444213,1677866,2530853,1529551,1001302,1872364,882052,990312,18319,18319,4505,8552,10
450.soplex-s0.trace.gz-hashed_perceptron-no-no-no-no-lru-1core_512_1200.txt,0.234188,29478984,125877455,7021700,5295351,1726349,2555289,1252855,1302434,1893530,166871,1726659,0,0,0,0,20
bfs-10.trace.gz-hashed_perceptron-no-no-no-no-lru-1core_4096_150.txt,0.199248,61219343,307251510,13883495,11048799,2834696,2984591,1977811,1006780,1152000,172571,979429,0,0,0,0,144
605.mcf-s1.trace.xz-hashed_perceptron-no-no-no-no-lru-1core_2048_600.txt,0.14195,38467912,270996859,7193406,5515629,1677777,2530764,1529568,1001196,1854065,872355,981710,0,0,0,0,44
471.omnetpp-s1.trace.gz-hashed_perceptron-no-no-no-from_file-lru-1core_512_2400.txt,0.310108,54612142,176106971,18736886,17393406,1343480,1915139,752205,1162934,2133962,280019,1853943,581626,581626,164076,273229,10
623.xalancbmk-s1.trace.xz-hashed_perceptron-no-no-no-no-lru-1core_4096_2400.txt,1.06645,52596276,49318992,7273204,6272673,1000531,1000973,671,1000302,1000729,1000304,425,0,0,0,0,11
473.astar-s1.trace.gz-hashed_perceptron-no-no-no-from_file-lru-1core_256_1200.txt,0.341931,98033976,286706823,23885219,21021049,2864170,3801227,2735966,1065261,1595252,251826,1343426,150836,150836,4729,130072,12
471.omnetpp-s1.trace.gz-hashed_perceptron-no-no-no-pathfinder-lru-1core_2048_150.txt,0.167184,54612142,326659765,18680367,17336892,1343475,1914731,751752,1162979,1755676,752265,1003411,137999,137880,20494,52866,174
482.sphinx3-s0.trace.gz-hashed_perceptron-no-no-no-pathfinder-lru-1core_256_4800.txt,0.875703,84756213,96786446,10746994,9476768,1270226,1390811,293175,1097636,1769576,502364,1267212,814805,814755,466331,65493,4
471.omnetpp-s1.trace.gz-hashed_perceptron-no-no-no-no-lru-1core_2048_300.txt,0.267653,54612142,204040976,18721469,17377993,1343476,1914673,751694,1162979,1654573,715505,939068,0,0,0,0,92
450.soplex-s0.trace.gz-hashed_perceptron-no-no-no-from_file-lru-1core_512_4800.txt,0.30195,29478984,97628556,7043928,5317636,1726292,2555131,1252560,1302571,2493356,514571,1978785,740365,740365,290739,213678,4
473.astar-s1.trace.gz-hashed_perceptron-no-no-no-from_file-lru-1core_2048_9600.txt,0.441724,98033976,221934794,23889296,21025125,2864171,3801229,2735792,1065437,1560534,1275220,285314,115139,115139,15912,49349,1
482.sphinx3-s0.trace.gz-hashed_perceptron-no-no-no-no-lru-1core_1024_2400.txt,0.67066,84756213,126377285,10761549,9491335,1270214,1390800,293164,1097636,1206339,131947,1074392,0,0,0,0,9
623.xalancbmk-s1.trace.xz-hashed_perceptron-no-no-no-pathfinder-lru-1core_256_1200.txt,0.680287,52596276,77314835,7374203,6373673,1000530,1000972,671,1000301,1511290,431481,1079809,854173,853895,385951,78763,22
623.xalancbmk-s1.trace.xz-hashed_perceptron-no-no-no-pathfinder-lru-1core_512_2400.txt,0.710698,52596276,74006505,7324772,6324242,1000530,1000972,671,1000301,1527668,448094,1079574,854173,853895,387608,78356,10
623.xalancbmk-s1.trace.xz-hashed_perceptron-no-no-no-from_file-lru-1core_1024_9600.txt,0.711658,52596273,73906667,7353798,6353269,1000529,1000971,671,1000300,1482262,397666,1084596,754523,754523,394188,83062,1
473.astar-s1.trace.gz-hashed_perceptron-no-no-no-pathfinder-lru-1core_2048_600.txt,0.448284,98033976,218687022,23889462,21025291,2864171,3801229,2735795,1065434,1958282,1683701,274581,556232,555797,44554,42145,28
bfs-10.trace.gz-hashed_perceptron-no-no-no-pathfinder-lru-1core_8192_600.txt,0.345044,61219343,177424536,13906469,11071730,2834739,2984634,1977854,1006780,1869531,734117,1135414,794782,789735,541229,144131,34
471.omnetpp-s1.trace.gz-hashed_perceptron-no-no-no-no-lru-1core_512_600.txt,0.275311,54612142,198365478,18675877,17332400,1343477,1914686,751745,1162941,1654497,133047,1521450,0,0,0,0,42
471.omnetpp-s1.trace.gz-hashed_perceptron-no-no-no-no-lru-1core_512_300.txt,0.23487,54612142,232520889,18660646,17317175,1343471,1914671,751722,1162949,1654514,133265,1521249,0,0,0,0,93
605.mcf-s1.trace.xz-hashed_perceptron-no-no-no-from_file-lru-1core_4096_2400.txt,0.152631,38467912,252032359,7122070,5444204,1677866,2530853,1529551,1001302,1872531,885627,986904,18454,18454,4751,7945,10
482.sphinx3-s0.trace.gz-hashed_perceptron-no-no-no-no-lru-1core_4096_1200.txt,1.39907,84756213,60580267,10992206,9721971,1270235,1390823,293189,1097634,1206336,1188083,18253,0,0,0,0,16
471.omnetpp-s1.trace.gz-hashed_perceptron-no-no-no-pathfinder-lru-1core_4096_300.txt,0.295839,54612142,184601194,18813061,17469584,1343477,1914738,751762,1162976,1762608,925219,837389,137978,137859,18574,46822,91
450.soplex-s0.trace.gz-hashed_perceptron-no-no-no-from_file-lru-1core_2048_300.txt,0.166587,29478987,176958507,7059847,5333491,1726356,2555274,1252777,1302497,2348116,1288489,1059627,579134,579134,167986,93763,99
bfs-10.trace.gz-hashed_perceptron-no-no-no-no-lru-1core_4096_2400.txt,0.250881,61219343,244017829,13890620,11055936,2834684,2984579,1977799,1006780,1152000,172571,979429,0,0,0,0,9
623.xalancbmk-s1.trace.xz-hashed_perceptron-no-no-no-pathfinder-lru-1core_4096_600.txt,1.06648,52596276,49317732,7273252,6272721,1000531,1000973,671,1000302,1847482,1843990,3492,854174,853896,62,0,49
473.astar-s1.trace.gz-hashed_perceptron-no-no-no-pathfinder-lru-1core_512_600.txt,0.35744,98033976,274267118,23888461,21024294,2864167,3801224,2735923,1065301,1795484,650290,1145194,556049,555614,29800,138865,29
450.soplex-s0.trace.gz-hashed_perceptron-no-no-no-no-lru-1core_8192_9600.txt,0.388534,29478984,75872382,7200259,5473748,1726511,2555521,1253025,1302496,1893576,1290442,603134,0,0,0,0,1
cc-5.trace.gz-hashed_perceptron-no-no-no-from_file-lru-1core_256_600.txt,0.165938,20700644,124749294,4871586,3411653,1459933,1579242,578977,1000265,1623135,125367,1497768,508594,508594,93968,386670,43
473.astar-s1.trace.gz-hashed_perceptron-no-no-no-no-lru-1core_8192_300.txt,0.448077,98033976,218788190,23889373,21025203,2864170,3801228,2735793,1065435,1445458,1255294,190164,0,0,0,0,73
623.xalancbmk-s1.trace.xz-hashed_perceptron-no-no-no-pathfinder-lru-1core_1024_2400.txt,0.710717,52596276,74004527,7324778,6324248,1000530,1000972,671,1000301,1527747,448661,1079086,854173,853895,387684,77639,10
605.mcf-s1.trace.xz-hashed_perceptron-no-no-no-from_file-lru-1core_512_150.txt,0.0861764,38467912,446385647,7198014,5520234,1677780,2530767,1529574,1001193,1876224,30413,1845811,22444,22444,4704,15426,169
cc-5.trace.gz-hashed_perceptron-no-no-no-from_file-lru-1core_1024_9600.txt,0.230916,20700645,89645893,4796099,3336152,1459947,1579256,578979,1000277,1382532,465621,916911,265067,265067,106956,115683,1
450.soplex-s0.trace.gz-hashed_perceptron-no-no-no-pathfinder-lru-1core_256_4800.txt,0.282306,29478984,104422062,7020811,5294469,1726342,2555222,1252660,1302562,2180403,228170,1952233,499874,499621,161516,104738,4
482.sphinx3-s0.trace.gz-hashed_perceptron-no-no-no-pathfinder-lru-1core_2048_600.txt,0.780975,84756213,108526142,10756325,9486059,1270266,1390852,293216,1097636,1731352,635088,1096264,814808,814756,412799,58619,34
605.mcf-s1.trace.xz-hashed_perceptron-no-no-no-from_file-lru-1core_1024_300.txt,0.132886,38467912,289481577,7198573,5520797,1677776,2530763,1529568,1001195,1873853,876644,997209,19915,19915,4593,11444,97
cc-5.trace.gz-hashed_perceptron-no-no-no-no-lru-1core_8192_1200.txt,0.442468,20700647,46784480,4649889,3189954,1459935,1579244,578968,1000276,1118923,1024167,94756,0,0,0,0,24
605.mcf-s1.trace.xz-hashed_perceptron-no-no-no-pathfinder-lru-1core_256_4800.txt,0.152883,38467912,251617026,7108700,5430633,1678067,2531053,1529749,1001304,2498699,28039,2470660,721936,721936,6607,632679,4
482.sphinx3-s0.trace.gz-hashed_perceptron-no-no-no-from_file-lru-1core_8192_150.txt,1.37697,84756213,61552879,10994688,9724456,1270232,1390819,293168,1097651,2109088,2080373,28715,905342,905303,3409,0,163
623.xalancbmk-s1.trace.xz-hashed_perceptron-no-no-no-no-lru-1core_512_600.txt,0.47819,52596276,109990397,7376585,6376054,1000531,1000973,671,1000302,1000729,221,1000508,0,0,0,0,49
473.astar-s1.trace.gz-hashed_perceptron-no-no-no-pathfinder-lru-1core_8192_150.txt,0.443891,98033976,220851562,23889670,21025498,2864172,3801230,2735797,1065433,1965073,1743628,221445,556225,555790,42360,12581,128
623.xalancbmk-s1.trace.xz-hashed_perceptron-no-no-no-pathfinder-lru-1core_2048_4800.txt,0.731687,52596276,71883548,7318753,6318223,1000530,1000973,671,1000302,1531932,477986,1053946,854172,853894,375510,75383,4
482.sphinx3-s0.trace.gz-hashed_perceptron-no-no-no-pathfinder-lru-1core_2048_2400.txt,0.915883,84756213,92540390,10770138,9499908,1270230,1390815,293179,1097636,1774449,678179,1096270,814811,814761,455450,58618,9
