Trace_Name,Benchmark,Model,Size,Freq,IPC,Instructions,Cycles,L1D_Access,L1D_Hit,L1D_Miss,L2C_Access,L2C_Hit,L2C_Miss,LLC_Access,LLC_Hit,LLC_Miss,LLC_Pref_Requested,LLC_Pref_Issued,LLC_Pref_Useful,LLC_Pref_Useless,LLC_Pref_Late,LLC_Pref_Hit,LLC_Pref_OTHERS,LLC_Pref_FILL,LLC_Pref_DROPPED,LLC_Pref_ACCESS,LLC_Pref_MISS,Avg_Congested_Cycle
605.mcf-s1.trace.xz-hashed_perceptron-no-no-no-from_file-lru-1core_2048_600.txt,605.mcf-s1.trace.xz,pythia,2048,600,0.145063,38467912,265181396,7191163,5513364,1677799,2530786,1529587,1001199,2201670,976929,1224741,348548,348548,43896,235482,86,61501,7583,286101,0,347602,286101,42
605.mcf-s1.trace.xz-hashed_perceptron-no-no-no-no-lru-1core_4096_9600.txt,605.mcf-s1.trace.xz,no,4096,9600,0.153952,38467912,249869412,7069410,5391272,1678138,2531123,1529819,1001304,1854172,877184,976988,0,0,0,0,0,0,0,0,0,0,0,1
605.mcf-s1.trace.xz-hashed_perceptron-no-no-no-pathfinder-lru-1core_1024_4800.txt,605.mcf-s1.trace.xz,pathfinder,1024,4800,0.155101,38467912,248019227,7110183,5432111,1678072,2531058,1529753,1001305,2685386,1694606,990780,921836,921836,25539,13255,3204,792075,87763,39138,0,831213,39138,4
bfs-10.trace.gz-hashed_perceptron-no-no-no-pathfinder-lru-1core_2048_150.txt,bfs-10.trace.gz,pathfinder,2048,150,0.202004,61219343,303059870,13889387,11054650,2834737,2984632,1977851,1006781,1880839,658479,1222360,968828,968828,452659,230822,217671,38669,29007,690170,0,728839,690170,176
bfs-10.trace.gz-hashed_perceptron-no-no-no-pathfinder-lru-1core_256_300.txt,bfs-10.trace.gz,pathfinder,256,300,0.310789,61219343,196980263,13905724,11070974,2834750,2984645,1977865,1006780,2003140,595413,1407727,968827,968827,573934,257059,97369,19844,20621,831297,0,851141,831297,79
605.mcf-s1.trace.xz-hashed_perceptron-no-no-no-pathfinder-lru-1core_256_600.txt,605.mcf-s1.trace.xz,pathfinder,256,600,0.141183,38467912,272468130,7193962,5516185,1677777,2530764,1529606,1001158,2678340,36478,2641862,921397,921397,8646,806401,6332,7945,92073,816367,0,824312,816367,43
473.astar-s1.trace.gz-hashed_perceptron-no-no-no-from_file-lru-1core_4096_600.txt,473.astar-s1.trace.gz,pythia,4096,600,0.452878,98033976,216468950,23889913,21025741,2864172,3801229,2735794,1065435,1740220,1403603,336617,295022,295022,53467,95559,97,130677,15222,164083,0,294760,164083,30
473.astar-s1.trace.gz-hashed_perceptron-no-no-no-from_file-lru-1core_4096_4800.txt,473.astar-s1.trace.gz,pythia,4096,4800,0.452674,98033976,216566522,23889731,21025558,2864173,3801231,2735794,1065437,1743380,1396066,347314,298080,298080,48540,104812,32,128668,16028,169251,0,297919,169251,4
cc-5.trace.gz-hashed_perceptron-no-no-no-no-lru-1core_256_4800.txt,cc-5.trace.gz,no,256,4800,0.191701,20700644,107983795,4817052,3357112,1459940,1579249,578979,1000270,1118917,14075,1104842,0,0,0,0,0,0,0,0,0,0,0,4
482.sphinx3-s0.trace.gz-hashed_perceptron-no-no-no-pathfinder-lru-1core_512_2400.txt,482.sphinx3-s0.trace.gz,pathfinder,512,2400,0.893835,84756213,94823121,10745931,9475706,1270225,1390812,293174,1097638,1856766,591939,1264827,939204,939204,515422,86284,211859,46698,78941,603727,0,650425,603727,9
bfs-10.trace.gz-hashed_perceptron-no-no-no-pathfinder-lru-1core_512_9600.txt,bfs-10.trace.gz,pathfinder,512,9600,0.362132,61219343,169052586,13914051,11079319,2834732,2984627,1977847,1006780,2040385,686695,1353690,968827,968827,613246,249349,60496,24652,21084,863734,0,888386,863734,2
473.astar-s1.trace.gz-hashed_perceptron-no-no-no-from_file-lru-1core_512_1200.txt,473.astar-s1.trace.gz,pythia,512,1200,0.361963,98033976,270839808,23888902,21024734,2864168,3801225,2735919,1065306,1739782,505225,1234557,295559,295559,25760,229592,228,36477,3502,257974,0,294451,257974,11
623.xalancbmk-s1.trace.xz-hashed_perceptron-no-no-no-no-lru-1core_1024_4800.txt,623.xalancbmk-s1.trace.xz,no,1024,4800,0.559597,52596276,93989560,7275967,6275436,1000531,1000973,671,1000302,1000729,485,1000244,0,0,0,0,0,0,0,0,0,0,0,4
450.soplex-s0.trace.gz-hashed_perceptron-no-no-no-pathfinder-lru-1core_512_150.txt,450.soplex-s0.trace.gz,pathfinder,512,150,0.065719,29478984,448561389,6956975,5230751,1726224,2555030,1252533,1302497,2491864,463559,2028305,914844,914844,191409,255928,181420,150456,135631,447779,0,598235,447779,197
cc-5.trace.gz-hashed_perceptron-no-no-no-pathfinder-lru-1core_2048_1200.txt,cc-5.trace.gz,pathfinder,2048,1200,0.257044,20700645,80533552,4789094,3329127,1459967,1579276,579001,1000275,1999494,1068869,930625,889585,889585,181818,313033,1302,375628,17804,504944,0,880572,504944,17
471.omnetpp-s1.trace.gz-hashed_perceptron-no-no-no-no-lru-1core_4096_2400.txt,471.omnetpp-s1.trace.gz,no,4096,2400,0.374309,54612142,145901074,19043076,17699587,1343489,1915094,752101,1162993,1654958,1083892,571066,0,0,0,0,0,0,0,0,0,0,0,11
473.astar-s1.trace.gz-hashed_perceptron-no-no-no-from_file-lru-1core_512_9600.txt,473.astar-s1.trace.gz,pythia,512,9600,0.362074,98033976,270756826,23888601,21024431,2864170,3801227,2735919,1065308,1756986,499767,1257219,313038,313038,19665,251693,250,37536,3894,274117,0,311653,274117,1
482.sphinx3-s0.trace.gz-hashed_perceptron-no-no-no-from_file-lru-1core_2048_600.txt,482.sphinx3-s0.trace.gz,pythia,2048,600,0.800406,84756213,105891562,10765435,9495165,1270270,1390854,293218,1097636,1814554,693812,1120742,923598,923598,487840,79481,249232,38481,68564,569734,0,608215,569734,35
605.mcf-s1.trace.xz-hashed_perceptron-no-no-no-pathfinder-lru-1core_1024_9600.txt,605.mcf-s1.trace.xz,pathfinder,1024,9600,0.155452,38467912,247459189,7071323,5393188,1678135,2531120,1529816,1001304,2685341,1694579,990762,921792,921792,25529,13238,3199,792058,87768,39111,0,831169,39111,1
bfs-10.trace.gz-hashed_perceptron-no-no-no-from_file-lru-1core_2048_300.txt,bfs-10.trace.gz,pythia,2048,300,0.323483,61219343,189250295,13902946,11068205,2834741,2984636,1977855,1006781,1999424,780386,1219038,978158,978158,585922,228278,110432,26643,26883,820781,0,847424,820781,78
473.astar-s1.trace.gz-hashed_perceptron-no-no-no-from_file-lru-1core_1024_600.txt,473.astar-s1.trace.gz,pythia,1024,600,0.42164,98033976,232506176,23889086,21024915,2864171,3801228,2735795,1065433,1725066,1142487,582579,280039,280039,32120,184988,134,57478,5319,222129,0,279607,222129,30
623.xalancbmk-s1.trace.xz-hashed_perceptron-no-no-no-pathfinder-lru-1core_2048_9600.txt,623.xalancbmk-s1.trace.xz,pathfinder,2048,9600,0.755244,52596276,69641404,7320976,6320446,1000530,1000973,671,1000302,1595244,525535,1069709,974380,974380,414371,80268,94992,97351,287398,497164,0,594515,497164,1
450.soplex-s0.trace.gz-hashed_perceptron-no-no-no-no-lru-1core_256_9600.txt,450.soplex-s0.trace.gz,no,256,9600,0.253741,29478984,116177281,7044206,5317760,1726446,2555419,1252887,1302532,1893655,47887,1845768,0,0,0,0,0,0,0,0,0,0,0,1
473.astar-s1.trace.gz-hashed_perceptron-no-no-no-from_file-lru-1core_2048_300.txt,473.astar-s1.trace.gz,pythia,2048,300,0.440637,98033976,222482174,23889682,21025511,2864171,3801229,2735793,1065436,1687693,1314014,373679,242502,242502,32702,125588,164,74571,9477,167661,0,242232,167661,78
cc-5.trace.gz-hashed_perceptron-no-no-no-no-lru-1core_512_300.txt,cc-5.trace.gz,no,512,300,0.132288,20700644,156481188,4835289,3375367,1459922,1579231,578961,1000270,1118917,115575,1003342,0,0,0,0,0,0,0,0,0,0,0,93
bfs-10.trace.gz-hashed_perceptron-no-no-no-from_file-lru-1core_4096_600.txt,bfs-10.trace.gz,pythia,4096,600,0.367745,61219343,166472261,13910498,11075755,2834743,2984638,1977857,1006781,2037528,822975,1214553,974063,974063,619484,221442,68775,30671,33691,854857,0,885528,854857,34
473.astar-s1.trace.gz-hashed_perceptron-no-no-no-pathfinder-lru-1core_256_9600.txt,473.astar-s1.trace.gz,pathfinder,256,9600,0.348315,98033976,281452113,23886330,21022163,2864167,3801223,2735957,1065266,1912261,403953,1508308,752102,752102,37299,290027,1621,139638,283517,327326,0,466964,327326,1
471.omnetpp-s1.trace.gz-hashed_perceptron-no-no-no-from_file-lru-1core_1024_2400.txt,471.omnetpp-s1.trace.gz,pythia,1024,2400,0.313349,54612142,174285264,18741272,17397789,1343483,1915247,752262,1162985,2244358,728280,1516078,684699,684699,168530,361968,22533,55499,76169,533772,0,589271,533772,10
605.mcf-s1.trace.xz-hashed_perceptron-no-no-no-from_file-lru-1core_256_9600.txt,605.mcf-s1.trace.xz,pythia,256,9600,0.153187,38467912,251117084,7071330,5393201,1678129,2531114,1529811,1001303,2362841,14935,2347906,510159,510159,5266,497079,69,5563,2182,503107,0,508670,503107,1
450.soplex-s0.trace.gz-hashed_perceptron-no-no-no-pathfinder-lru-1core_2048_600.txt,450.soplex-s0.trace.gz,pathfinder,2048,600,0.251877,29478984,117037399,7059923,5333563,1726360,2555287,1252831,1302456,2568135,1452461,1115674,917788,917788,207320,139591,117837,321634,131406,352952,0,674586,352952,47
450.soplex-s0.trace.gz-hashed_perceptron-no-no-no-from_file-lru-1core_4096_1200.txt,450.soplex-s0.trace.gz,pythia,4096,1200,0.363934,29478984,81000983,7160967,5434538,1726429,2555413,1252914,1302499,2483162,1654679,828483,716556,716556,140703,86736,57304,353809,78004,235755,0,589564,235755,21
450.soplex-s0.trace.gz-hashed_perceptron-no-no-no-no-lru-1core_256_600.txt,450.soplex-s0.trace.gz,no,256,600,0.190892,29478984,154427773,6999124,5272789,1726335,2555258,1252793,1302465,1893582,47931,1845651,0,0,0,0,0,0,0,0,0,0,0,45
623.xalancbmk-s1.trace.xz-hashed_perceptron-no-no-no-no-lru-1core_2048_300.txt,623.xalancbmk-s1.trace.xz,no,2048,300,0.50645,52596276,103852840,7327476,6326945,1000531,1000973,671,1000302,1000730,336166,664564,0,0,0,0,0,0,0,0,0,0,0,95
cc-5.trace.gz-hashed_perceptron-no-no-no-pathfinder-lru-1core_4096_4800.txt,cc-5.trace.gz,pathfinder,4096,4800,0.423219,20700647,48912368,4703318,3243365,1459953,1579262,578987,1000275,2002234,1744103,258131,889588,889588,133039,40259,2158,699886,14246,183426,0,883312,183426,4
bfs-10.trace.gz-hashed_perceptron-no-no-no-pathfinder-lru-1core_4096_300.txt,bfs-10.trace.gz,pathfinder,4096,300,0.319019,61219343,191898602,13904933,11070202,2834731,2984626,1977845,1006781,2000181,784969,1215212,968828,968828,568436,221810,100294,43834,34454,804347,0,848181,804347,78
482.sphinx3-s0.trace.gz-hashed_perceptron-no-no-no-pathfinder-lru-1core_256_2400.txt,482.sphinx3-s0.trace.gz,pathfinder,256,2400,0.896833,84756213,94506089,10744262,9474042,1270220,1390805,293168,1097637,1860297,568380,1291917,939334,939334,518354,90119,208421,44422,78018,609534,0,653956,609534,9
623.xalancbmk-s1.trace.xz-hashed_perceptron-no-no-no-pathfinder-lru-1core_512_4800.txt,623.xalancbmk-s1.trace.xz,pathfinder,512,4800,0.74524,52596276,70576317,7325465,6324935,1000530,1000973,671,1000302,1594144,510377,1083767,974380,974380,420915,82519,93450,89337,288159,504078,0,593415,504078,4
482.sphinx3-s0.trace.gz-hashed_perceptron-no-no-no-pathfinder-lru-1core_256_300.txt,482.sphinx3-s0.trace.gz,pathfinder,256,300,0.536219,84756213,158062794,10716478,9446224,1270254,1390840,293187,1097653,1699669,407984,1291685,941775,941775,359218,89886,369453,43141,80077,450164,0,493305,450164,90
623.xalancbmk-s1.trace.xz-hashed_perceptron-no-no-no-from_file-lru-1core_1024_1200.txt,623.xalancbmk-s1.trace.xz,pythia,1024,1200,0.667411,52596273,78806475,7403691,6403162,1000529,1000971,671,1000300,1469270,384669,1084601,754547,754547,381234,83070,116297,2950,170996,465593,0,468543,465593,19
605.mcf-s1.trace.xz-hashed_perceptron-no-no-no-no-lru-1core_2048_4800.txt,605.mcf-s1.trace.xz,no,2048,4800,0.153606,38467912,250431973,7108648,5430576,1678072,2531058,1529753,1001305,1854173,877184,976989,0,0,0,0,0,0,0,0,0,0,0,4
482.sphinx3-s0.trace.gz-hashed_perceptron-no-no-no-pathfinder-lru-1core_2048_4800.txt,482.sphinx3-s0.trace.gz,pathfinder,2048,4800,0.958804,84756213,88397820,10771999,9501746,1270253,1390838,293199,1097639,1870096,746777,1123319,942758,942758,510744,81731,202774,68748,78761,595006,0,663754,595006,4
471.omnetpp-s1.trace.gz-hashed_perceptron-no-no-no-from_file-lru-1core_1024_600.txt,471.omnetpp-s1.trace.gz,pythia,1024,600,0.291847,54612142,187125629,18681767,17338289,1343478,1915257,752272,1162985,2084593,699560,1385033,521525,521525,127306,257416,25690,42502,68611,386985,0,429487,386985,42
623.xalancbmk-s1.trace.xz-hashed_perceptron-no-no-no-from_file-lru-1core_256_9600.txt,623.xalancbmk-s1.trace.xz,pythia,256,9600,0.711627,52596273,73909844,7353583,6353054,1000529,1000971,671,1000300,1482114,396397,1085717,754641,754641,393869,84670,91270,2528,182304,478859,0,481387,478859,1
450.soplex-s0.trace.gz-hashed_perceptron-no-no-no-from_file-lru-1core_2048_150.txt,450.soplex-s0.trace.gz,pythia,2048,150,0.0894501,29478984,329557873,7022681,5296335,1726346,2555252,1252723,1302529,2395722,1306335,1089387,690389,690389,176173,117602,109485,202754,84375,299238,0,501992,299238,195
482.sphinx3-s0.trace.gz-hashed_perceptron-no-no-no-from_file-lru-1core_1024_300.txt,482.sphinx3-s0.trace.gz,pythia,1024,300,0.54782,84756213,154715335,10753914,9483635,1270279,1390864,293209,1097655,1689598,531505,1158093,903932,903932,384649,77141,357191,19198,65753,464035,0,483233,464035,90
450.soplex-s0.trace.gz-hashed_perceptron-no-no-no-pathfinder-lru-1core_512_2400.txt,450.soplex-s0.trace.gz,pathfinder,512,2400,0.286492,29478984,102896196,7018261,5291986,1726275,2555117,1252603,1302514,2549085,518698,2030387,918339,918339,244380,257853,119469,152783,143854,502675,0,655458,502675,10
605.mcf-s1.trace.xz-hashed_perceptron-no-no-no-pathfinder-lru-1core_1024_150.txt,605.mcf-s1.trace.xz,pathfinder,1024,150,0.0876113,38467912,439074737,7197191,5519405,1677786,2530773,1529639,1001134,2680193,1689655,990538,920984,920984,21294,13031,7554,791541,87564,34648,0,826189,34648,170
450.soplex-s0.trace.gz-hashed_perceptron-no-no-no-from_file-lru-1core_2048_4800.txt,450.soplex-s0.trace.gz,pythia,2048,4800,0.356376,29478984,82718687,7090055,5363638,1726417,2555348,1252817,1302531,2491995,1379833,1112162,754025,754025,229420,136453,67992,226751,93409,371587,0,598338,371587,4
473.astar-s1.trace.gz-hashed_perceptron-no-no-no-from_file-lru-1core_256_2400.txt,473.astar-s1.trace.gz,pythia,256,2400,0.345428,98033976,283804242,23886172,21022004,2864168,3801225,2735969,1065256,1750511,269333,1481178,306878,306878,18401,264281,292,20898,3006,284325,0,305223,284325,9
cc-5.trace.gz-hashed_perceptron-no-no-no-pathfinder-lru-1core_4096_300.txt,cc-5.trace.gz,pathfinder,4096,300,0.393772,20700647,52570077,4701841,3241889,1459952,1579261,578986,1000275,1999877,1741743,258134,889591,889591,130714,40260,4485,699853,14279,181102,0,880955,181102,85
623.xalancbmk-s1.trace.xz-hashed_perceptron-no-no-no-no-lru-1core_256_150.txt,623.xalancbmk-s1.trace.xz,no,256,150,0.21171,52596276,248434943,7375418,6374888,1000530,1000972,671,1000301,1000728,0,1000728,0,0,0,0,0,0,0,0,0,0,0,162
450.soplex-s0.trace.gz-hashed_perceptron-no-no-no-no-lru-1core_4096_600.txt,450.soplex-s0.trace.gz,no,4096,600,0.287072,29478984,102688450,7175397,5448981,1726416,2555399,1252912,1302487,1893616,1176511,717105,0,0,0,0,0,0,0,0,0,0,0,45
471.omnetpp-s1.trace.gz-hashed_perceptron-no-no-no-from_file-lru-1core_1024_300.txt,471.omnetpp-s1.trace.gz,pythia,1024,300,0.23461,54612142,232778730,18650944,17307471,1343473,1915218,752264,1162954,1996386,670747,1325639,436003,436003,95909,208306,39414,35578,56796,305777,0,341355,305777,94
450.soplex-s0.trace.gz-hashed_perceptron-no-no-no-pathfinder-lru-1core_512_1200.txt,450.soplex-s0.trace.gz,pathfinder,512,1200,0.258768,29478984,113920412,7007466,5281201,1726265,2555108,1252650,1302458,2543470,513500,2029970,917419,917419,239803,257490,130604,152165,137357,497735,0,649900,497735,21
623.xalancbmk-s1.trace.xz-hashed_perceptron-no-no-no-from_file-lru-1core_4096_300.txt,623.xalancbmk-s1.trace.xz,pythia,4096,300,1.06616,52596276,49332533,7273246,6272715,1000531,1000973,671,1000302,1756880,1753124,3756,756191,756191,81,0,20,752739,3351,3412,0,756151,3412,98
605.mcf-s1.trace.xz-hashed_perceptron-no-no-no-from_file-lru-1core_2048_150.txt,605.mcf-s1.trace.xz,pythia,2048,150,0.0801971,38467912,479666812,7194156,5516364,1677792,2530779,1529584,1001195,2191073,972821,1218252,337833,337833,43277,229879,99,58030,6548,278979,0,337009,278979,174
bfs-10.trace.gz-hashed_perceptron-no-no-no-from_file-lru-1core_512_1200.txt,bfs-10.trace.gz,pythia,512,1200,0.365778,61219343,167367694,13915830,11081090,2834740,2984635,1977855,1006780,2041610,686259,1355351,973810,973810,629133,251012,64453,8323,20889,881288,0,889611,881288,12
cc-5.trace.gz-hashed_perceptron-no-no-no-no-lru-1core_2048_1200.txt,cc-5.trace.gz,no,2048,1200,0.24068,20700647,86008865,4732726,3272780,1459946,1579255,578972,1000283,1118930,682810,436120,0,0,0,0,0,0,0,0,0,0,0,16
471.omnetpp-s1.trace.gz-hashed_perceptron-no-no-no-no-lru-1core_4096_1200.txt,471.omnetpp-s1.trace.gz,no,4096,1200,0.37161,54612142,146960939,19029741,17686254,1343487,1915095,752140,1162955,1654894,1083810,571084,0,0,0,0,0,0,0,0,0,0,0,19
623.xalancbmk-s1.trace.xz-hashed_perceptron-no-no-no-pathfinder-lru-1core_512_9600.txt,623.xalancbmk-s1.trace.xz,pathfinder,512,9600,0.752118,52596276,69930926,7321736,6321206,1000530,1000973,671,1000302,1594105,510338,1083767,974380,974380,420764,82519,93601,89449,288047,503927,0,593376,503927,1
bfs-10.trace.gz-hashed_perceptron-no-no-no-no-lru-1core_256_1200.txt,bfs-10.trace.gz,no,256,1200,0.24564,61219343,249223636,13890027,11055344,2834683,2984578,1977798,1006780,1152000,3395,1148605,0,0,0,0,0,0,0,0,0,0,0,12
cc-5.trace.gz-hashed_perceptron-no-no-no-no-lru-1core_2048_600.txt,cc-5.trace.gz,no,2048,600,0.234286,20700645,88356397,4731029,3271081,1459948,1579257,578972,1000285,1118932,682811,436121,0,0,0,0,0,0,0,0,0,0,0,40
bfs-10.trace.gz-hashed_perceptron-no-no-no-no-lru-1core_2048_9600.txt,bfs-10.trace.gz,no,2048,9600,0.250351,61219343,244533651,13890929,11056268,2834661,2984556,1977776,1006780,1152000,166946,985054,0,0,0,0,0,0,0,0,0,0,0,1
605.mcf-s1.trace.xz-hashed_perceptron-no-no-no-no-lru-1core_1024_300.txt,605.mcf-s1.trace.xz,no,1024,300,0.133178,38467912,288844827,7196999,5519222,1677777,2530764,1529569,1001195,1854064,868884,985180,0,0,0,0,0,0,0,0,0,0,0,97
623.xalancbmk-s1.trace.xz-hashed_perceptron-no-no-no-pathfinder-lru-1core_4096_2400.txt,623.xalancbmk-s1.trace.xz,pathfinder,4096,2400,1.06656,52596276,49314009,7273285,6272754,1000531,1000973,671,1000302,1957732,1954203,3529,974379,974379,77,0,14,953822,20466,3181,0,957003,3181,11
473.astar-s1.trace.gz-hashed_perceptron-no-no-no-from_file-lru-1core_1024_300.txt,473.astar-s1.trace.gz,pythia,1024,300,0.411042,98033976,238500910,23888633,21024462,2864171,3801229,2735797,1065432,1679177,1123844,555333,234060,234060,21586,163863,174,43494,4943,190226,0,233720,190226,77
450.soplex-s0.trace.gz-hashed_perceptron-no-no-no-no-lru-1core_512_600.txt,450.soplex-s0.trace.gz,no,512,600,0.19491,29478984,151243956,7007462,5281115,1726347,2555292,1252849,1302443,1893542,166924,1726618,0,0,0,0,0,0,0,0,0,0,0,45
623.xalancbmk-s1.trace.xz-hashed_perceptron-no-no-no-pathfinder-lru-1core_256_2400.txt,623.xalancbmk-s1.trace.xz,pathfinder,256,2400,0.729325,52596276,72116397,7324673,6324143,1000530,1000972,671,1000301,1594293,510336,1083957,974380,974380,420964,82910,93937,89372,287197,504192,0,593564,504192,10
471.omnetpp-s1.trace.gz-hashed_perceptron-no-no-no-pathfinder-lru-1core_512_4800.txt,471.omnetpp-s1.trace.gz,pathfinder,512,4800,0.31134,54612142,175409745,18760784,17417304,1343480,1915229,752297,1162932,2440396,344104,2096292,940895,940895,157587,493347,18023,132715,139223,652695,0,785410,652695,4
623.xalancbmk-s1.trace.xz-hashed_perceptron-no-no-no-no-lru-1core_512_9600.txt,623.xalancbmk-s1.trace.xz,no,512,9600,0.564884,52596276,93109837,7270740,6270209,1000531,1000973,671,1000302,1000729,221,1000508,0,0,0,0,0,0,0,0,0,0,0,1
623.xalancbmk-s1.trace.xz-hashed_perceptron-no-no-no-pathfinder-lru-1core_1024_150.txt,623.xalancbmk-s1.trace.xz,pathfinder,1024,150,0.225555,52596273,233186023,7365427,6364898,1000529,1000971,671,1000300,1150383,67071,1083312,974379,974379,50536,81799,465424,16050,360570,133606,0,149656,133606,194
cc-5.trace.gz-hashed_perceptron-no-no-no-pathfinder-lru-1core_256_600.txt,cc-5.trace.gz,pathfinder,256,600,0.150512,20700645,137534397,4872773,3412840,1459933,1579242,578977,1000265,1993832,156646,1837186,889556,889556,103378,724664,2583,45283,13648,829638,0,874921,829638,44
473.astar-s1.trace.gz-hashed_perceptron-no-no-no-pathfinder-lru-1core_4096_4800.txt,473.astar-s1.trace.gz,pathfinder,4096,4800,0.460083,98033976,213078850,23889678,21025507,2864171,3801228,2735794,1065434,2156262,1894484,261778,752284,752284,72832,35967,294,598821,44370,111984,0,710805,111984,4
450.soplex-s0.trace.gz-hashed_perceptron-no-no-no-no-lru-1core_256_300.txt,450.soplex-s0.trace.gz,no,256,300,0.130657,29478984,225620603,6986425,5260119,1726306,2555204,1252707,1302497,1893633,47872,1845761,0,0,0,0,0,0,0,0,0,0,0,98
cc-5.trace.gz-hashed_perceptron-no-no-no-from_file-lru-1core_2048_4800.txt,cc-5.trace.gz,pythia,2048,4800,0.272503,20700644,75964688,4777721,3317783,1459938,1579247,578966,1000281,1693004,944545,748459,576550,576550,153224,188828,653,224663,9182,349413,0,574076,349413,4
473.astar-s1.trace.gz-hashed_perceptron-no-no-no-pathfinder-lru-1core_512_2400.txt,473.astar-s1.trace.gz,pathfinder,512,2400,0.365533,98033976,268194566,23888869,21024703,2864166,3801223,2735920,1065303,1966745,737838,1228907,752082,752082,48473,222300,1631,250640,229038,270778,0,521418,270778,9
605.mcf-s1.trace.xz-hashed_perceptron-no-no-no-no-lru-1core_1024_600.txt,605.mcf-s1.trace.xz,no,1024,600,0.141775,38467912,271331326,7193117,5515341,1677776,2530763,1529567,1001196,1854065,868886,985179,0,0,0,0,0,0,0,0,0,0,0,44
605.mcf-s1.trace.xz-hashed_perceptron-no-no-no-from_file-lru-1core_256_150.txt,605.mcf-s1.trace.xz,pythia,256,150,0.0768273,38467912,500706404,7195785,5517998,1677787,2530774,1529578,1001196,2187878,11613,2176265,334693,334693,4673,324427,141,4154,1298,329659,0,333813,329659,174
450.soplex-s0.trace.gz-hashed_perceptron-no-no-no-no-lru-1core_2048_600.txt,450.soplex-s0.trace.gz,no,2048,600,0.241323,29478984,122155883,7084306,5357907,1726399,2555373,1252920,1302453,1893546,957752,935794,0,0,0,0,0,0,0,0,0,0,0,46
471.omnetpp-s1.trace.gz-hashed_perceptron-no-no-no-from_file-lru-1core_4096_9600.txt,471.omnetpp-s1.trace.gz,pythia,4096,9600,0.353801,54612142,154358408,18828325,17484849,1343476,1915406,752425,1162981,2279249,1103977,1175272,701559,701559,144788,317795,15455,147258,76263,476742,0,624000,476742,1
623.xalancbmk-s1.trace.xz-hashed_perceptron-no-no-no-no-lru-1core_1024_300.txt,623.xalancbmk-s1.trace.xz,no,1024,300,0.386977,52596276,135915739,7378343,6377813,1000530,1000972,671,1000301,1000728,485,1000243,0,0,0,0,0,0,0,0,0,0,0,98
471.omnetpp-s1.trace.gz-hashed_perceptron-no-no-no-from_file-lru-1core_512_4800.txt,471.omnetpp-s1.trace.gz,pythia,512,4800,0.311875,54612142,175109188,18735090,17391611,1343479,1915335,752406,1162929,2275017,281238,1993779,728486,728486,172525,399382,22206,46686,87687,573250,0,619936,573250,4
623.xalancbmk-s1.trace.xz-hashed_perceptron-no-no-no-no-lru-1core_4096_9600.txt,623.xalancbmk-s1.trace.xz,no,4096,9600,1.06646,52596276,49318777,7273205,6272674,1000531,1000973,671,1000302,1000729,1000304,425,0,0,0,0,0,0,0,0,0,0,0,1
482.sphinx3-s0.trace.gz-hashed_perceptron-no-no-no-no-lru-1core_256_4800.txt,482.sphinx3-s0.trace.gz,no,256,4800,0.666215,84756213,127220501,10734062,9463841,1270221,1390807,293172,1097635,1206339,5769,1200570,0,0,0,0,0,0,0,0,0,0,0,4
473.astar-s1.trace.gz-hashed_perceptron-no-no-no-pathfinder-lru-1core_2048_1200.txt,473.astar-s1.trace.gz,pathfinder,2048,1200,0.456843,98033976,214589866,23889571,21025400,2864171,3801228,2735794,1065434,2153358,1859997,293361,752288,752288,70872,59597,333,576572,44914,131329,0,707901,131329,13
473.astar-s1.trace.gz-hashed_perceptron-no-no-no-pathfinder-lru-1core_512_300.txt,473.astar-s1.trace.gz,pathfinder,512,300,0.342027,98033976,286626816,23889561,21025393,2864168,3801225,2735933,1065292,1967030,738223,1228807,752039,752039,45263,222216,4905,254231,225424,267484,0,521715,267484,79
605.mcf-s1.trace.xz-hashed_perceptron-no-no-no-pathfinder-lru-1core_512_600.txt,605.mcf-s1.trace.xz,pathfinder,512,600,0.14153,38467912,271800633,7193926,5516146,1677780,2530767,1529610,1001157,2679190,519185,2160005,921371,921371,11238,441088,6219,371657,91169,453506,0,825163,453506,42
482.sphinx3-s0.trace.gz-hashed_perceptron-no-no-no-from_file-lru-1core_1024_9600.txt,482.sphinx3-s0.trace.gz,pythia,1024,9600,1.04098,84756213,81419569,10760538,9490287,1270251,1390838,293200,1097638,1959633,791848,1167785,914630,914630,636870,86382,134098,27483,29797,725809,0,753292,725809,2
bfs-10.trace.gz-hashed_perceptron-no-no-no-no-lru-1core_4096_4800.txt,bfs-10.trace.gz,no,4096,4800,0.251045,61219343,243857966,13890798,11056110,2834688,2984583,1977803,1006780,1152000,172571,979429,0,0,0,0,0,0,0,0,0,0,0,4
cc-5.trace.gz-hashed_perceptron-no-no-no-no-lru-1core_1024_600.txt,cc-5.trace.gz,no,1024,600,0.190986,20700644,108388374,4799328,3339395,1459933,1579242,578967,1000275,1118922,365444,753478,0,0,0,0,0,0,0,0,0,0,0,41
482.sphinx3-s0.trace.gz-hashed_perceptron-no-no-no-from_file-lru-1core_512_150.txt,482.sphinx3-s0.trace.gz,pythia,512,150,0.297483,84756213,284911039,10688230,9417946,1270284,1390868,293239,1097629,1661397,396580,1264817,925495,925495,353857,86400,404719,12817,67702,442240,0,455057,442240,194
